time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1987-10-30T23:10:42.700Z,37.907,-122.298,5,3.2,ml,,,,,pde,pde19871030231042700_5,2013-03-16T00:19:56.407Z,"San Francisco Bay area, California",earthquake
1987-10-08T16:20:23.600Z,37.848,-122.233,4,3,ml,,,,,pde,pde19871008162023600_4,2013-03-16T00:19:50.234Z,"San Francisco Bay area, California",earthquake
1987-09-19T19:59:25.600Z,37.867,-122.238,10,2.7,ml,,,,,pde,pde19870919195925600_10,2013-03-16T00:19:40.618Z,"San Francisco Bay area, California",earthquake
1987-08-28T05:48:31.300Z,37.922,-122.283,7,2.8,ml,,,,,pde,pde19870828054831300_7,2013-03-16T00:19:31.561Z,"San Francisco Bay area, California",earthquake
1987-08-28T05:16:33.800Z,37.923,-122.29,8,3.4,ml,,,,,pde,pde19870828051633800_8,2013-03-16T00:19:31.559Z,"San Francisco Bay area, California",earthquake
1987-05-26T08:20:07.200Z,37.8,-122.1,4,2.1,ml,,,,,pde,pde19870526082007200_4,2013-03-16T00:18:53.976Z,"San Francisco Bay area, California",earthquake
1987-05-11T08:42:58.100Z,37.81,-122.187,2,2.7,ml,,,,,pde,pde19870511084258100_2,2013-03-16T00:18:50.019Z,"San Francisco Bay area, California",earthquake
1987-05-11T06:45:47.500Z,37.803,-122.175,4,4.3,ml,,,,,pde,pde19870511064547500_4,2013-03-16T00:18:49.942Z,"San Francisco Bay area, California",earthquake
1986-03-29T16:24:04.200Z,37.877,-122.203,9,4,ml,,,,,pde,pde19860329162404200_9,2013-03-16T00:14:50.069Z,"San Francisco Bay area, California",earthquake
1985-08-19T21:43:16.500Z,37.837,-122.225,2,2.8,ml,,,,,pde,pde19850819214316500_2,2013-03-16T00:12:57.560Z,"San Francisco Bay area, California",earthquake
1985-08-13T16:45:15.100Z,37.847,-122.22,5,3.1,ml,,,,,pde,pde19850813164515100_5,2013-03-16T00:12:55.143Z,"San Francisco Bay area, California",earthquake
1985-08-04T05:49:06.400Z,37.87,-122.243,7,2.3,ml,,,,,pde,pde19850804054906400_7,2013-03-16T00:12:50.168Z,"San Francisco Bay area, California",earthquake
1985-08-01T00:04:08.100Z,37.867,-122.238,9,2.3,ml,,,,,pde,pde19850801000408100_9,2013-03-16T00:12:47.192Z,"San Francisco Bay area, California",earthquake
1985-05-09T11:35:38.400Z,37.927,-122.308,5,1.7,ml,,,,,pde,pde19850509113538400_5,2013-03-16T00:12:07.679Z,"San Francisco Bay area, California",earthquake
1985-05-06T01:08:05.200Z,37.927,-122.318,2,2.1,ml,,,,,pde,pde19850506010805200_2,2013-03-16T00:12:06.252Z,"San Francisco Bay area, California",earthquake
1985-04-28T16:56:10.100Z,37.847,-122.245,5,2,ml,,,,,pde,pde19850428165610100_5,2013-03-16T00:12:00.668Z,"San Francisco Bay area, California",earthquake
1983-09-27T14:35:47.210Z,37.833,-122.207,5,2.8,ml,,,,0.8,pde,pde19830927143547210_5,2013-03-16T00:06:52.532Z,"San Francisco Bay area, California",earthquake
1982-03-28T13:50:30.370Z,37.833,-122.144,5,2.8,ml,,,,0.6,pde,pde19820328135030370_5,2013-03-16T00:02:45.896Z,"San Francisco Bay area, California",earthquake
1982-03-26T13:24:00.200Z,37.797,-122.208,4,3.1,ml,,,,,pde,pde19820326132400200_4,2013-03-16T00:02:45.275Z,"San Francisco Bay area, California",earthquake
1982-01-19T07:13:09.300Z,37.828,-122.232,10,3.3,ml,,,,,pde,pde19820119071309300_10,2013-03-16T00:02:22.932Z,"San Francisco Bay area, California",earthquake
1980-11-02T23:39:24.600Z,37.883,-122.248,5,3.1,ml,,,,,pde,pde19801102233924600_5,2013-02-08T21:40:31.382Z,"San Francisco Bay area, California",earthquake
1980-04-07T05:17:30.600Z,37.843,-122.24,6,3.5,ml,,,,,pde,pde19800407051730600_6,2013-02-08T21:40:25.761Z,"San Francisco Bay area, California",earthquake
1979-08-24T04:46:51.200Z,37.863,-122.287,10,2.8,ml,,,,,pde,pde19790824044651200_10,2013-02-08T21:38:53.715Z,"San Francisco Bay area, California",earthquake
1979-08-13T19:18:46.800Z,37.863,-122.168,9,3.5,ml,,,,,pde,pde19790813191846800_9,2013-02-08T21:38:52.739Z,"San Francisco Bay area, California",earthquake
1977-08-02T02:31:43.800Z,37.91,-122.302,3,2.8,ml,,,,,pde,pde19770802023143800_3,2013-02-08T21:37:47.618Z,"San Francisco Bay area, California",earthquake
1977-01-24T15:55:46.400Z,37.857,-122.245,8,2.7,ml,,,,,pde,pde19770124155546400_8,2013-02-08T21:37:35.658Z,"San Francisco Bay area, California",earthquake
1977-01-23T17:45:50.300Z,37.86,-122.248,9,2.7,ml,,,,,pde,pde19770123174550300_9,2013-02-08T21:37:35.623Z,"San Francisco Bay area, California",earthquake
1977-01-10T05:08:07.900Z,37.907,-122.313,2,2.9,ml,,,,,pde,pde19770110050807900_2,2013-02-08T21:37:34.759Z,"San Francisco Bay area, California",earthquake
1977-01-09T05:34:16.600Z,37.897,-122.193,10,3.2,ml,,,,,pde,pde19770109053416600_10,2013-02-08T21:37:34.730Z,"San Francisco Bay area, California",earthquake
1977-01-08T09:51:55.300Z,37.917,-122.2,9,3.1,ml,,,,,pde,pde19770108095155300_9,2013-02-08T21:37:34.705Z,"San Francisco Bay area, California",earthquake
1977-01-08T09:43:59.000Z,37.912,-122.197,10,3,ml,,,,,pde,pde19770108094359000_10,2013-02-08T21:37:34.703Z,"San Francisco Bay area, California",earthquake
1977-01-08T09:39:40.700Z,37.912,-122.197,10,4,ml,,,,,pde,pde19770108093940700_10,2013-02-08T21:37:34.701Z,"San Francisco Bay area, California",earthquake
1977-01-08T09:38:07.400Z,37.912,-122.197,10,4.8,mb,,,,,pde,pde19770108093807400_10,2014-03-17T21:45:41.160Z,"San Francisco Bay area, California",earthquake
1977-01-08T08:58:13.800Z,37.907,-122.195,10,4.1,ml,,,,,pde,pde19770108085813800_10,2013-02-08T21:37:34.696Z,"San Francisco Bay area, California",earthquake
1977-01-08T07:17:33.800Z,37.903,-122.197,10,3,ml,,,,,pde,pde19770108071733800_10,2013-02-08T21:37:34.692Z,"San Francisco Bay area, California",earthquake
